category,english,lummi,part_of_speech,context_notes,source
vocabulary,live at,"_to_, läksi; (_this word appears to be the equivalent of the",noun,N/A,original
vocabulary,liver,t'ä-kas,noun,N/A,original
vocabulary,liverworts,mükh′tül-lüs;,noun,N/A,original
vocabulary,long,"_in dimension_, klä-kut",noun,N/A,original
vocabulary,look out! kwá,la,noun,N/A,original
vocabulary,looking glass,"skwo-ná-süng, sku-ko-ná-süng, hu-ku-ná-sing;",noun,N/A,original
vocabulary,loon,swakwen,noun,N/A,original
vocabulary,loons ( colymbus ),"swa′kwün, hwekhw-kwüs",noun,N/A,original
vocabulary,lose,"_to_, ek-kwa",noun,N/A,original
vocabulary,louse,nüs′sün,noun,N/A,original
vocabulary,love,"_to_, nūs-tlé, nis-klé",noun,N/A,original
vocabulary,low tide,sham′shüm,noun,N/A,original
vocabulary,lower joint of do.,s'hün-nüs,noun,N/A,original
vocabulary,lummi,Xwlemi,noun,N/A,original
vocabulary,lummi bay,MomLi,noun,N/A,original
vocabulary,lummi island,Smemiekw,noun,N/A,original
vocabulary,lynx,sküts-a′müs,noun,N/A,original
vocabulary,magic,"_conjuring_, ch'si-ó-wün;",noun,N/A,original
vocabulary,magpie,s'hün′nün,noun,N/A,original
vocabulary,make,"_to_, chai;",verb,N/A,original
vocabulary,make a fire,Chekwiws,verb,N/A,original
vocabulary,mallard ( a. boschas ),ti-nük-sen,noun,N/A,original
vocabulary,mallard duck,teneksen,noun,N/A,original
vocabulary,mammals,_parts of_:,noun,N/A,original
vocabulary,man,swé-yi-ka,noun,N/A,original
vocabulary,many,"n'gann, n'gün;",noun,N/A,original
vocabulary,maple ( a. macrophylla ),küm′ an-ilp,noun,N/A,original
vocabulary,marrow of legs,tüts-üsh′shins,noun,N/A,original
vocabulary,mat,slä′wün;,noun,N/A,original
vocabulary,me,I,noun,N/A,original
vocabulary,meat,slé-ük,noun,N/A,original
vocabulary,mend,"_to_, chüts-ül-kwüt′tün",noun,N/A,original
vocabulary,merganser ( mergus am. ),kwa-ōkw;,noun,N/A,original
vocabulary,( mergus serrator ),sküm-mätsh,noun,N/A,original
vocabulary,merry,nüks-né-ni,noun,N/A,original
vocabulary,middle ( of length ),á-no-wüls,noun,N/A,original
vocabulary,mink,"kai-yakh, s'ché-a-kün",noun,N/A,original
vocabulary,mist light rain,LheLhemexw,noun,N/A,original
vocabulary,mistake,"_to_, _either in speech or on the road_, mäl-min",noun,N/A,original
vocabulary,mole,spi-lá-wün,noun,N/A,original
vocabulary,molluscs,"RADIATES, ETC.:",noun,N/A,original
vocabulary,mom,Tan,noun,N/A,original
vocabulary,moon,kl-káltsh,noun,N/A,original
vocabulary,morning,skwá-chi,verb/gerund,N/A,original
vocabulary,mosquito,kwá-an,noun,N/A,original
vocabulary,mother,tān,noun,N/A,original
vocabulary,mother-in-law,_idem_,noun,N/A,original
vocabulary,mountain ( same as rock ),sng-ánt,noun,N/A,original
vocabulary,mountain blueberries,WhomeLes,noun,N/A,original
vocabulary,mountain goat ( aploceras ),"swét-le, pi-külkh-kan",noun,N/A,original
vocabulary,mouse,kwa′tün,noun,N/A,original
vocabulary,mouth,sá-sün,noun,N/A,original
vocabulary,move farther,yi-hé-wül tül-lá;,noun,N/A,original
vocabulary,mt. baker,KweLshan,noun,N/A,original
vocabulary,much,n'gun;,noun,N/A,original
vocabulary,mussel,Lhaoqem,noun,N/A,original
vocabulary,mussel ( mytilus ),klâ-küm,noun,N/A,original
vocabulary,my,ti-us;,noun,N/A,original
vocabulary,my canoe,nus-kwá n'shwâ-atl,noun,N/A,original
vocabulary,my house is also there at lummi,Tl'al sen tse ne a'leng la' etse Xwlemi,noun,N/A,original
vocabulary,n. w. and north,s'chá-yüm,noun,N/A,original
vocabulary,nails,"t'sâls, chi-sá-lis",noun,N/A,original
vocabulary,naked,klüt-säng,noun,N/A,original
vocabulary,name,s'nä;,noun,N/A,original
vocabulary,name of a tribe on fraser river,generally known as Maskwies_);,noun,N/A,original
vocabulary,navel,mük′h-hwoi-ye,noun,N/A,original
vocabulary,near,"kl-ké-a-ke, tüt-lé-kai, sti-talst′",noun,N/A,original
vocabulary,neck,tatsh-süns,noun,N/A,original
vocabulary,needle,chät′sün,noun,N/A,original
vocabulary,net,"_for catching ducks, etc._, tük′hüm;",noun,N/A,original
vocabulary,new,háu-wüs,noun,N/A,original
vocabulary,night,snat,noun,N/A,original
vocabulary,nine,"tük'hw, tük-whä-la, tük-whalt-hu",noun,N/A,original
vocabulary,nisqually  at-suts,"_and to be really an adverb signifying ""presence""",noun,N/A,original
vocabulary,no,"a-wá, a-wükh′, ókh-wa",noun,N/A,original
vocabulary,none,"_there is none_, a-wün′na;",noun,N/A,original
vocabulary,nooksack,Nexw Ts'aq,noun,N/A,original
vocabulary,north wind,Schoy'em,noun,N/A,original
vocabulary,nose,nük′sün,noun,N/A,original
vocabulary,nostrils,skwá-lük-sen,noun,N/A,original
vocabulary,now,"ti-a, ti-an′k'h",noun,N/A,original
vocabulary,oak,s'chüng-altsh,noun,N/A,original
vocabulary,octopus,Skamoux,noun,N/A,original
vocabulary,off shore,tâl,noun,N/A,original
vocabulary,old,"tsa-küng, snük-kái;",noun,N/A,original
vocabulary,one,"nüt-sa, nat′sa, tsak′wüt-hu",noun,N/A,original
vocabulary,or by incantation,similar to the Chinook tamánowas_,noun,N/A,original
vocabulary,orange,KwiemeL,noun,N/A,original
vocabulary,oregon grape,Seni,noun,N/A,original
vocabulary,os calcis,kát-lin-süns,noun,N/A,original
vocabulary,oulakan ( thaleïchthys ),ti-a-ko-wa,noun,N/A,original
vocabulary,our country,tsá-kwün tüng′-hu,noun,N/A,original
vocabulary,out doors,"sét-lüng (a′lüng, _a house_)",noun,N/A,original
vocabulary,owl,chietnexw,noun,N/A,original
vocabulary,owls,"great horned owl, che′-tüng-hu;",noun,N/A,original
vocabulary,oyster,klokh-klokh,noun,N/A,original
vocabulary,oyster catcher ( hematopus ),swó-kük,noun,N/A,original
vocabulary,paddle,"_to_, ist",noun,N/A,original
vocabulary,pale do.,ni-hwekw,noun,N/A,original
vocabulary,pan,"_or plate_, lä-sün",noun,N/A,original
vocabulary,pantaloons,sük-ké-us,noun,N/A,original
vocabulary,pants,Seqiws,noun,N/A,original
vocabulary,paunch,spukh,noun,N/A,original
vocabulary,pencil fish,"_a small fish that comes in schools_, katl",noun,N/A,original
vocabulary,penis,shel-l_á_,noun,N/A,original
vocabulary,people,"_i.e._ _Indians_, atl-tá-ling-hu;",noun,N/A,original
vocabulary,perhaps,yükh-whá,noun,N/A,original
vocabulary,pigeon,"h'mo, hüm-o'h",noun,N/A,original
vocabulary,pin,"_a_, hüm-mén;",noun,N/A,original
vocabulary,pink,Nesq' oLes,noun,N/A,original
vocabulary,pink salmon / humpy,Henen,noun,N/A,original
vocabulary,pipe,päkw,noun,N/A,original
vocabulary,pitch or rosin,smá-nitsh,noun,N/A,original
vocabulary,plane,"_to_ (_boards_), shé-shüb; (_probably by onomatopœia_)",noun,N/A,original
vocabulary,plant,"_to_, chin-eng-ütl",noun,N/A,original
vocabulary,plants,ETC.: (_See also Trees._),noun,N/A,original
vocabulary,please pass me the,leschenenges tse,noun,N/A,original
vocabulary,plenty,n'gün,noun,N/A,original
vocabulary,plover,chit-hün-natsh′,noun,N/A,original
vocabulary,point  of anything ,i-sük′sin,noun,N/A,original
vocabulary,poor,"_wretched_, sül-lá-wa",noun,N/A,original
vocabulary,porcupine,Tse'TseLq'en,noun,N/A,original
vocabulary,porcupine quills,tsüts-ül-kan,noun,N/A,original
vocabulary,porpoise,kwá-nat,noun,N/A,original
vocabulary,portage,SiLes,noun,N/A,original
vocabulary,possum,Sq'eLhten,noun,N/A,original
vocabulary,posts  for supporting the roof of a house ,kä-kan,noun,N/A,original
vocabulary,pound,"_to_ (_as seeds, grain_), kli-a-kwéng-ütl",noun,N/A,original
vocabulary,prairie,spelkh′han,noun,N/A,original
vocabulary,pregnant,skä-kwi,noun,N/A,original
vocabulary,presently,hwa-sing-ang′a;,noun,N/A,original
vocabulary,prickly pear ( cactus ),tsä-ta,noun,N/A,original
vocabulary,pull the hair,"_to_, heng-ükw-tün",noun,N/A,original
vocabulary,put down,"_to_, sä-kws",noun,N/A,original
vocabulary,put into,"_to_, _imp._, nu-ás ats-ches-sük",noun,N/A,original
vocabulary,put on,"_to_, _pantaloons_, hük-éw-sing;",noun,N/A,original
vocabulary,quahog ( saxidomus ),sákh-hwa;,noun,N/A,original
vocabulary,quills,stli-käl,noun,N/A,original
vocabulary,rabbit,Hepit,noun,N/A,original
vocabulary,raccoon,Sxy'ekwes,noun,N/A,original
vocabulary,racoon,blōps,noun,N/A,original
vocabulary,rain,slüm′mōkh,noun,N/A,original
vocabulary,rainbow,Xweteshen,noun,N/A,original
vocabulary,raining,Lhemxw,verb/gerund,N/A,original
vocabulary,raise up,"_to_, sä-at",noun,N/A,original
vocabulary,rake,"_for taking herring and other small fish_, tlet′ha-men",noun,N/A,original
vocabulary,rapid,"_in a river_, kwet′chüm",noun,N/A,original
vocabulary,rat,Kwaten,noun,N/A,original
vocabulary,rat fish,Sqemene,noun,N/A,original
vocabulary,raven,sku-takh,noun,N/A,original
vocabulary,raw,hets,noun,N/A,original
vocabulary,red,"n'sük'h, n'sükw",noun,N/A,original
vocabulary,red cedar ( juniperus ),pits-in-ái-ilp,noun,N/A,original
vocabulary,red pine ( p. ponderosa ),kwa-kwa-yé-la-hilp,noun,N/A,original
vocabulary,red raspberry,tük′wüm,noun,N/A,original
vocabulary,restroom,emetexw,noun,N/A,original
vocabulary,ribs,lük-h'ws,noun,N/A,original
vocabulary,river,stá-lo;,noun,N/A,original
vocabulary,road,satl,noun,N/A,original
vocabulary,roast,"_to_, _in ashes_, tül-lák;",noun,N/A,original
vocabulary,robin,kweskek,noun,N/A,original
vocabulary,robins ( t. naevius ),kwüs-kük'h;,noun,N/A,original
vocabulary,( t. migrat. ),tsel-tcha,noun,N/A,original
vocabulary,rock,sng-ánt,noun,N/A,original
vocabulary,roe,he-a-hetl;,noun,N/A,original
vocabulary,root of do.,ko-ma-lokh,noun,N/A,original
vocabulary,roots,ko′mel-lokh,noun,N/A,original
vocabulary,roots of do. ( eaten ),skwi′yu,noun,N/A,original
vocabulary,rope,hwé-lüm,noun,N/A,original
vocabulary,rose bush,kül-kél,noun,N/A,original
vocabulary,rotten wood,pi-kwái,noun,N/A,original
vocabulary,ruffed grouse,"skwüts, skwüts′ha",noun,N/A,original
vocabulary,run,"_to_, kwâ-nüng-üt, kwá-nüng-it",verb,N/A,original
vocabulary,s'hui-áb,"_or_ S'hui-ám, _the pre-human demon race_",noun,N/A,original
vocabulary,s'it,lün^2;,noun,N/A,original
vocabulary,s. s. e.,skang-üt,noun,N/A,original
vocabulary,s. w.,s'chis,noun,N/A,original
vocabulary,sad,"hätl-tin, hütch-ing′én",noun,N/A,original
vocabulary,saddle or hind quarters,"as-satch-chatsh (chus-sa, _two_)",noun,N/A,original
vocabulary,sail,"_make sail_, _imp._, chai-a-kwün pa-kwün;",noun,N/A,original
vocabulary,salal berry,Taqe',noun,N/A,original
vocabulary,salamander,pét-h'yil,noun,N/A,original
vocabulary,salmon,"_generic_, s'chän-hu.--",noun,N/A,original
vocabulary,salmon berry,al-é-la,noun,N/A,original
vocabulary,salt,klat′lün,noun,N/A,original
vocabulary,salt water,TL'aLh,noun,N/A,original
vocabulary,sand beach,"s'het (_Lummi_), si-et′süm (_Kwantlen_)",noun,N/A,original
vocabulary,sand spit,na-wa-létsh,noun,N/A,original
vocabulary,sand-hill crane,slem,noun,N/A,original
vocabulary,sandy point,Sly'eksen,noun,N/A,original
vocabulary,scales,slés,noun,N/A,original
vocabulary,scoop,"_for bailing a canoe_, tsang′tün",noun,N/A,original
vocabulary,scrape,"_to_, ekht",noun,N/A,original
vocabulary,scratch,"_a_, si-héks",noun,N/A,original
vocabulary,sea,"klals, kt'hlals",noun,N/A,original
vocabulary,sea cucumber,Tsikwt,noun,N/A,original
vocabulary,sea ducks ( generic ),kwal′-hu,noun,N/A,original
vocabulary,sea egg ( echinus ),skwét-si,noun,N/A,original
vocabulary,sea lion,Eshes,noun,N/A,original
vocabulary,sea otter,tüm′müs,noun,N/A,original
vocabulary,sea slug ( holothuria ),sekt,noun,N/A,original
vocabulary,sea weeds,chil-lüm,noun,N/A,original
vocabulary,seagull,kweni',noun,N/A,original
vocabulary,seal,_á_ss′hu,noun,N/A,original
vocabulary,see,"_to_, lang-üt, lang-it",verb,N/A,original
vocabulary,see you later,Langnexw sen -se,verb,N/A,original
vocabulary,sehome,Sy'hom,noun,N/A,original
vocabulary,sell,"_to_, hwi-mä′la",noun,N/A,original
vocabulary,seven,"tsâkws, tsük-sä-la, sük-sält-hu",noun,N/A,original
vocabulary,sew,"_to_, chets",noun,N/A,original
vocabulary,shadow,Q'eq'etLe,noun,N/A,original
vocabulary,shake hands,"_to_, kwün-sest′",noun,N/A,original
vocabulary,shallow,shái-shüm,noun,N/A,original
vocabulary,sharp,ái-yas,noun,N/A,original
vocabulary,sharpen,"_to_, _to whet on a stone_, t'kas",noun,N/A,original
vocabulary,shawl,süt-sá-müsh,noun,N/A,original
vocabulary,shells,ká-ya-men,noun,N/A,original
vocabulary,shi-nám,_magic or medicine_,noun,N/A,original
vocabulary,shirt,küts-á-lis;,noun,N/A,original
vocabulary,shoes,"_moccasins_, s'klük′a-shin",noun,N/A,original
vocabulary,shoot,"_to_, _with a bow_, ts-män",noun,N/A,original
vocabulary,shot,hüs-üm-ákw,noun,N/A,original
vocabulary,shoveller ( spatula ),klel-lük-tük-sen,noun,N/A,original
vocabulary,shrimp,TLemwechen,noun,N/A,original
vocabulary,sick,s'hatl,noun,N/A,original
vocabulary,silver salmon / coho,Q'echqs,noun,N/A,original
vocabulary,sinews of back,tüng-é-sens,noun,N/A,original
vocabulary,sinews of legs,kli-é-mins,noun,N/A,original
vocabulary,sing,"_to_, t'e-lüm, te′lim",verb/gerund,N/A,original
vocabulary,sister,"_elder_, á-lish;",noun,N/A,original
vocabulary,sister's husband,_idem_,noun,N/A,original
vocabulary,sister-in-law,s'ng-at′hwun,noun,N/A,original
vocabulary,sit,"_to_, üm-müt, üm-mit, tsüm-má-no",noun,N/A,original
vocabulary,sit still,enixw,noun,N/A,original
vocabulary,six,"t'hünkh, tükh-hüng-ä-la, tükh-hüng-ält-hu",noun,N/A,original
vocabulary,skate,kákh-kōkh,noun,N/A,original
vocabulary,skate fish,Q'aqo,noun,N/A,original
vocabulary,skin,"_dressed_, hül-kün;",noun,N/A,original
vocabulary,skunk,süp-pük,noun,N/A,original
vocabulary,sky,"sé-ishl, skwái-yil",noun,N/A,original
vocabulary,ské,ükl?,noun,N/A,original
vocabulary,slang′üt; (lä,"tsi _seems to be ""at"" or ""into;"" vide ""at"" and",noun,N/A,original
vocabulary,sleep,"_to_, ét-t-t, é-tüt-tüt, i-tit",noun,N/A,original
vocabulary,sleepy,a-tá-tüng,noun,N/A,original
vocabulary,slowly,o-s'n-ang'h,noun,N/A,original
vocabulary,slug ( limax ),kai-yat′lin,noun,N/A,original
vocabulary,small,mi-mé-min,noun,N/A,original
vocabulary,small bird,tetem,noun,N/A,original
vocabulary,small brake,tsük′kwa,noun,N/A,original
vocabulary,small kinds,skókh-kwa,noun,N/A,original
vocabulary,small owl,kwai-el-hu,noun,N/A,original
vocabulary,small round clam ( venus ),sküt-hlai;,noun,N/A,original
vocabulary,small sea urchin,Sqw'itsi,noun,N/A,original
vocabulary,small woodpeckers,tsüt-tüng,noun,N/A,original
vocabulary,smell,"_a_, häkw",noun,N/A,original
vocabulary,smelt /hooligan,Q'eLhs,noun,N/A,original
vocabulary,smoke,"_to_, _a pipe_, smä-nis-tin (smá-nüsh, _tobacco_);",noun,N/A,original
vocabulary,snake,s'alkh′ka,noun,N/A,original
vocabulary,sneeze,"_to_, hä-sing",noun,N/A,original
vocabulary,snipe,skekae,noun,N/A,original
vocabulary,snore,"_to_, hwá-na-küng",noun,N/A,original
vocabulary,snow,ná-ka,noun,N/A,original
vocabulary,snow berry,Pepiyes,noun,N/A,original
vocabulary,snow finch,tchi-sa-wütsh,noun,N/A,original
vocabulary,snow goose,"kla-wükh-han, kla-hwa′han",noun,N/A,original
vocabulary,snow on the ground,Ngake,noun,N/A,original
vocabulary,snowberry bush,pat-saltsh,noun,N/A,original
vocabulary,snowing,Chiekw,verb/gerund,N/A,original
vocabulary,soap berry,Sxwaasem,noun,N/A,original
vocabulary,sockeye,Seki,noun,N/A,original
vocabulary,son,ng-üu′na,noun,N/A,original
vocabulary,son or daughter,ng'ün′na,noun,N/A,original
vocabulary,soul,"_the_, sül-lé",noun,N/A,original
vocabulary,sour,sá-han,noun,N/A,original
vocabulary,south wind,Sqa'anget,noun,N/A,original
vocabulary,sow,"_to_, _grain_, _&c._, chái-its (chai, _to work_)",noun,N/A,original
vocabulary,spanish moss,stül-hái-is,noun,N/A,original
vocabulary,sparrow hawk,süs-so-wak-chil-la,noun,N/A,original
vocabulary,speak,"_to_, kwal",noun,N/A,original
vocabulary,spear,"_to_, _water fowl_, t'kwa′-nüm;",noun,N/A,original
vocabulary,spider crab,ku-kwátl-shin,noun,N/A,original
vocabulary,spirit duck ( albeola ),"hekh-kün-né, k'k-hün′na",noun,N/A,original
vocabulary,spiræa,kads-sulch,noun,N/A,original
vocabulary,split wood,"_to_, sküt",noun,N/A,original
vocabulary,spoon,lhopen,noun,N/A,original
vocabulary,spring,"tchin-kwé-lis, tchin-kwai-lus",verb/gerund,N/A,original
vocabulary,spruce fir ( abies menzesii ),chi-kwüt′lp,noun,N/A,original
vocabulary,squalicum,Qwolouxqem,noun,N/A,original
vocabulary,squirrel,Ts'epsiosen,noun,N/A,original
vocabulary,squirrel ( sciurus ),tsip-si-á-sün,noun,N/A,original
vocabulary,stab,"_to_, met-át-üng-kwa;",noun,N/A,original
vocabulary,stand,"_to_, sít-lün",noun,N/A,original
vocabulary,star,"kó-s'n, kâ-s'n",noun,N/A,original
vocabulary,star fish,"kwül-lá-chi, kül-lä-sis",noun,N/A,original
vocabulary,starfish,T'omeLtL'e,noun,N/A,original
vocabulary,stay,"_I will stay_, a-wüs-sin",noun,N/A,original
vocabulary,steal,"_I stole_, as-kwa-kan′;",noun,N/A,original
vocabulary,steamer clam,SkweLhey',noun,N/A,original
vocabulary,steelhead,Q'ixw,noun,N/A,original
vocabulary,steer,"_to_, chün-nä-set; chük-ke-nüng",noun,N/A,original
vocabulary,steersman,"_of canoe_, as-kwá-at",noun,N/A,original
vocabulary,step father,n's-gnä-ün,noun,N/A,original
vocabulary,step mother,_idem_,noun,N/A,original
vocabulary,stockade,"_fence_, kül-lükh′han",noun,N/A,original
vocabulary,stommish grounds,Wexlium,noun,N/A,original
vocabulary,stone,chet-hlákh;,noun,N/A,original
vocabulary,stone crab,ku-kwin-nó-wa,noun,N/A,original
vocabulary,stop,"_I will stop here_, o-at′la-sün (_perhaps ""I have arrived""_);",noun,N/A,original
vocabulary,stormy,HoteLh,noun,N/A,original
vocabulary,story,Sxwiam,noun,N/A,original
vocabulary,strawberries,TiLeqw,noun,N/A,original
vocabulary,strike,"_to_, _with the fist_, nüt-sás-tüng",noun,N/A,original
vocabulary,striped,as-hé-ütsh,noun,N/A,original
vocabulary,striped squirrel ( tamias ),hwé-pe-chin,noun,N/A,original
vocabulary,strong,"kâm-küm, kwüm-kwüm",noun,N/A,original
vocabulary,sturgeon,skwá-wütsh,noun,N/A,original
vocabulary,su-kwái,"_brook trout_ (_S. stellatus_, GRD.);",noun,N/A,original
vocabulary,summer,"kwá-lus (kwá-lis, _warm_) tchin-é-yi",noun,N/A,original
vocabulary,sun,sku-kül′,noun,N/A,original
vocabulary,sunshine,Esiteng,noun,N/A,original
vocabulary,swallow,kwesechen,noun,N/A,original
vocabulary,swan,ho′ha-han,noun,N/A,original
vocabulary,sweet,"sak-küng (aikh, _good_)",noun,N/A,original
vocabulary,swift ( cypselus ),kuk-sátch,noun,N/A,original
vocabulary,swim,"_to_, tüng-a-áng",noun,N/A,original
vocabulary,sük,ké (_not ascertained_);,noun,N/A,original
vocabulary,table,sxwilhen,noun,N/A,original
vocabulary,tail,klap-ái-sin-itsh,noun,N/A,original
vocabulary,take,"_to_, kwün′nut (_same as to get_)",noun,N/A,original
vocabulary,take off,"_to_, kl_á_-lis, klüt-sang′",noun,N/A,original
vocabulary,tale,"_story_, skwül′kwül",noun,N/A,original
vocabulary,tall,kl'k-tákhl,noun,N/A,original
vocabulary,teal ( nettion ),"hüs-natch, chil-si′set",noun,N/A,original
vocabulary,teeth,chin′nis,noun,N/A,original
vocabulary,ten,"o′pün, o-pün-ä-la, o-pün-ält-hu",noun,N/A,original
vocabulary,tern,xwitxw,noun,N/A,original
vocabulary,territory,Schetenexwen,noun,N/A,original
vocabulary,testicles,má-tchin,noun,N/A,original
vocabulary,thank you,hekh,noun,N/A,original
vocabulary,that,"tül-lá, ta-lé;",noun,N/A,original
vocabulary,the,Tse,noun,N/A,original
vocabulary,the cat is walking,Sheteng tse Pish,verb/gerund,N/A,original
vocabulary,the dog is running,Kwoninget tse Skwemey',verb/gerund,N/A,original
vocabulary,the nisquallies ,"No-kw-makhl _of the Clallams and Skagits, and_",noun,N/A,original
vocabulary,their father,k'sän män,noun,N/A,original
vocabulary,there,ta-lá;,noun,N/A,original
vocabulary,there at lummi,La' etse Xwlemi,noun,N/A,original
vocabulary,they,"nan-étl-ya, kw'si′a-hál-tün",noun,N/A,original
vocabulary,they're thinking,Kwenekwan-s,verb/gerund,N/A,original
vocabulary,thief,kán-kan,noun,N/A,original
vocabulary,thighs,kat-chat-chs,noun,N/A,original
vocabulary,thimble berry,Teqwem,noun,N/A,original
vocabulary,thing,"_things_, stang;",verb/gerund,N/A,original
vocabulary,this,ti′et-hla,noun,N/A,original
vocabulary,thorns,chit-tüm-mäs,noun,N/A,original
vocabulary,thou,nükw;,noun,N/A,original
vocabulary,thousand,o-pántsh,noun,N/A,original
vocabulary,thread,"_twine_, hwé-lum",noun,N/A,original
vocabulary,three,"klikhw, kl-whái-la, kl-whält-hu",noun,N/A,original
vocabulary,throat,haung′en,noun,N/A,original
vocabulary,throw,"_to_, _as a stone_, tsi-lakh;",noun,N/A,original
vocabulary,( in the simiamoo dialect ,"é-kwüt; _to throw away with violence_,",noun,N/A,original
vocabulary,thumb,süs-táls,noun,N/A,original
vocabulary,thunder,s'hó-hwas,noun,N/A,original
vocabulary,thy,ti-nük-wa,noun,N/A,original
vocabulary,thy knife,süns-kwân's-päl-tün,noun,N/A,original
vocabulary,thyself,tin-tsi-la,noun,N/A,original
vocabulary,tim,müt.),noun,N/A,original
vocabulary,to eat,iLhen,verb,N/A,original
vocabulary,to go across,ShoqweL,verb,N/A,original
vocabulary,to go around,KeLiset,verb,N/A,original
vocabulary,to hear,Xwian,verb,N/A,original
vocabulary,to know,Xchit,verb,N/A,original
vocabulary,to listen,ELanen,verb,N/A,original
vocabulary,to look / see,Langet,verb,N/A,original
vocabulary,to make,Chay',verb,N/A,original
vocabulary,to play,Emna',verb,N/A,original
vocabulary,to run,Kwoninget,verb,N/A,original
vocabulary,to sit,Emet,verb,N/A,original
vocabulary,to sleep,it't,verb,N/A,original
vocabulary,to stand,SiLheng,verb,N/A,original
vocabulary,to swim,Shishqwom,verb,N/A,original
vocabulary,to talk,Qwal,verb,N/A,original
vocabulary,to think,Kwenekwan,verb,N/A,original
vocabulary,to train,Kwechost,verb,N/A,original
vocabulary,to walk,Sheteng,verb,N/A,original
vocabulary,to work,Schay',verb,N/A,original
vocabulary,to write,XeLet,verb,N/A,original
vocabulary,to-day,"ti-a-káis, ti-o-skwá-chil",noun,N/A,original
vocabulary,to-morrow,"kwá-chil, kwái-ikhl",noun,N/A,original
vocabulary,tobacco,smá-nüsh,noun,N/A,original
vocabulary,tobacco pouch,smá-na-shá-la,noun,N/A,original
vocabulary,toes,"s'chüs'sün, snó-hwl-shin",noun,N/A,original
vocabulary,tongue,té-whls,noun,N/A,original
vocabulary,tools,Chey'ten,noun,N/A,original
vocabulary,trading house  or store ,"shwui-mäl (hwi-mä-la, _to sell_)",noun,N/A,original
vocabulary,trailing arbutus ( a. uva-ursi ),kwün-neltsh; _the leaves of this,noun,N/A,original
vocabulary,trees,"_forest_, s'ki-lá-lüng-hu",noun,N/A,original
vocabulary,trout,Ts'sqwey',noun,N/A,original
vocabulary,tule or round rush,skwül-lül,noun,N/A,original
vocabulary,two,"chus-sa, chá-sa, tch's-sält-hu",noun,N/A,original
vocabulary,tüghs,"_salmon trout_ (_S. Campbelli_, SUCKLEY);",noun,N/A,original
vocabulary,uncle,"latl, hai'tch; (_as the nephew grows older, the uncle becomes",noun,N/A,original
vocabulary,uncover,"_to_, küt-lést",noun,N/A,original
vocabulary,"understand,",-,noun,N/A,original
vocabulary,urinate,"ché-wa. (_This applies to either sex, there not being a",noun,N/A,original
vocabulary,village point,SkyLekshen,noun,N/A,original
vocabulary,vine maple ( a. circinata ),shé-chülp,noun,N/A,original
