category,english,lummi,part_of_speech,context_notes,source
vocabulary,feast bowl,it′lün chawi,noun,Community meals,deepseek
vocabulary,spirit mask,q'wele sas,noun,Ceremonial use,deepseek
vocabulary,wave patterns,skwüt-la-lák-ün hül′lüt,noun,Art designs,deepseek
vocabulary,duck decoy,spl-häntl chai,noun,Hunting aid,deepseek
vocabulary,story knife,sxwiam shpál-tin,noun,Teaching tool,deepseek
time_expression,when the salmon return,s'chän-hu kw'as o n'a,time_expression,N/A,deepseek
time_expression,before the frost comes,kwül-hés-lüt-sin Ts'ixweng,time_expression,N/A,deepseek
time_expression,during the seal hunt,_á_ss′hu tsüm-á-mün-sa,time_expression,N/A,deepseek
time_expression,at the crow's call,sku-takh kwal,time_expression,N/A,deepseek
time_expression,when the tide turns,küm′mül kw'as o ti-kwüt-tüng,time_expression,N/A,deepseek
culture,ancestor naming ceremony,sül-lé s'nä sxwilhen,culture,N/A,deepseek
culture,canoe blessing song,snekwlh q'wele te′lim,culture,N/A,deepseek
culture,cedar bark weaving,shl-kōm mehoy',culture,N/A,deepseek
culture,first salmon ceremony,il-chä-la s'chän-hu sxwilhen,culture,N/A,deepseek
culture,star knowledge stories,kó-s'n sxwiam,culture,N/A,deepseek
weather_expression,the north wind bites,schoy'em kw'as o tsing-ut-tüng,weather_expression,N/A,deepseek
weather_expression,rain whispers to the cedars,slüm′mōkh kw'as o sh-pi-lás h'pai,weather_expression,N/A,deepseek
weather_expression,fog blankets the islands,spi-á-hwün kw'as o kle-hwés-tüng kl-chas,weather_expression,N/A,deepseek
weather_expression,thunder shakes the mountains,s'hó-hwas kw'as o kw'elólh sng-ánt,weather_expression,N/A,deepseek
weather_expression,winter stars shine bright,chin-sá-tütsh kó-s'n kw'as o pük'h,weather_expression,N/A,deepseek
sentence,We trade dried fish with inland tribes.,Ninglkh kw'as o hwái-üm sel′-üp s'chän-hu atl-tá-ling-hu.,sentence,N/A,deepseek
sentence,The grandmother's hands weave history.,Sé-la sa′lüs kw'as o mehoy′ sxwiam.,sentence,N/A,deepseek
sentence,Young men train to carve canoes.,S'hwé-wils swé-yi-ka kw'as o kwechost chay′ snekwlh.,sentence,N/A,deepseek
sentence,Seagulls argue over scraps.,Kweni' kw'as o kwal set-lün.,sentence,N/A,deepseek
sentence,The path remembers ancient footsteps.,Satl kw'as o xchit stüng s'hui-ám.,sentence,N/A,deepseek
sentence,Cedar boughs scent the sweat lodge.,H'pai s'chá-sün kw'as o kw'elólh häkw emetexw.,sentence,N/A,deepseek
sentence,Salmon bones return to the earth.,S'chän-hu sōm kw'as o kw'elólh s'che-tung′a-whün.,sentence,N/A,deepseek
sentence,The storyteller's voice carries far.,Sxwiam kwal kw'as o kw'elólh chōkw.,sentence,N/A,deepseek
sentence,Tide lines mark the beach like wrinkles.,Küm′mül hül′lüt kw'as o kw'elólh si-et′süm sas.,sentence,N/A,deepseek
sentence,Grandmother's laughter cracks the ice.,Sé-la nün-nái-yüng-sen kw'as o ti-kwüt-tüng sé-ma.,sentence,N/A,deepseek
question,Where do the spirits dance?,A-hén kw'as o kwi-é-lish q'wele?,question,N/A,deepseek
question,Who will lead the paddle song?,Wät kw'as o lang-üt ist te′lim?,question,N/A,deepseek
question,When do the camas flowers bloom?,Stáng kw'as o kw'elólh ko′mel-lokh s'chá-sün?,question,N/A,deepseek
question,How deep are the oyster beds?,Stáng kw'as o klütsh klokh-klokh?,question,N/A,deepseek
question,Why does the loon cry at dawn?,Stáng kw'as o ho-ang′sün swa′kwün ta'tu?,question,N/A,deepseek
phrase,Share what you've caught.,Üng-us kwün′nüt ch'ech'ókwem.,phrase,N/A,deepseek
phrase,The moon is your guide.,Kl-káltsh kw'as o lang-üt nekwa.,phrase,N/A,deepseek
phrase,Listen to the cedar.,ELanen h'pai kwal.,phrase,N/A,deepseek
phrase,Winter stories warm the heart.,Chin-sá-tütsh sxwiam kw'as o kwá-lüs tsá-la.,phrase,N/A,deepseek
phrase,Respect the tide's power.,Hy’shqe küm′mül kwüm-kwüm.,phrase,N/A,deepseek
vocabulary,storytelling chair,sxwiam xwetsawechen,noun,Carved seat for elders,deepseek
vocabulary,whale hunting chant,kwá-nat tsüm-á-mün-sa te′lim,noun,Ceremonial song,deepseek
vocabulary,berry drying mat,selhteneng sel′-üp slä′wün,noun,Woven from tule,deepseek
vocabulary,tidal calendar,küm′mül kl-káltsh,noun,Marked on cedar,deepseek
vocabulary,feast ladle,it′lün lhopen,noun,Community serving tool,deepseek
vocabulary,spirit canoe paddle,q'wele snekwlh ist,noun,Ritual object,deepseek
vocabulary,storm warning drum,hoteLh kau-ä′tüng,noun,Signal device,deepseek
vocabulary,mountain goat wool blanket,swét-le stüm-mo-whitl,noun,Prestigious gift,deepseek
vocabulary,carved feast dish,it′lün chawi chay′,noun,Ceremonial use,deepseek
vocabulary,ancestor totem,sül-lé yáy'kw't,noun,Clan symbol,deepseek
time_expression,when the geese fly south,ákh-ha kw'as o wing ste-wüt,time_expression,N/A,deepseek
time_expression,during the dog salmon run,quoloux kw'as o kw'elólh stá-lo,time_expression,N/A,deepseek
time_expression,at the crow's first caw,sku-takh kw'as o kwal il-chä-la,time_expression,N/A,deepseek
time_expression,when the maple leaves redden,küm′ an-ilp s'chá-sün kw'as o n'sük'h,time_expression,N/A,deepseek
time_expression,before the snow sticks,kwül-hés-lüt-sin ná-ka kw'as o siLheng,time_expression,N/A,deepseek
culture,blanket giving ceremony,stüm-mo-whitl üng-us sxwilhen,culture,N/A,deepseek
culture,moon cycle dances,kl-káltsh kwi-é-lish,culture,N/A,deepseek
culture,salmon spirit songs,s'chän-hu q'wele te′lim,culture,N/A,deepseek
culture,cedar bark harvest,shl-kōm t'áq'em,culture,N/A,deepseek
culture,coastal navigation teachings,klals lang-üt kwechost,culture,N/A,deepseek
weather_expression,the southeast wind bites,s'chis st-châng kw'as o tsing-ut-tüng,weather_expression,N/A,deepseek
weather_expression,rain soaks through cedar capes,slüm′mōkh kw'as o kw'elólh h'pai stüm-mo-whitl,weather_expression,N/A,deepseek
weather_expression,lightning writes on the waves,cha-á-kwa-chük kw'as o hül′lüt skwüt-la-lák-ün,weather_expression,N/A,deepseek
weather_expression,frost paints the morning grass,Ts'ixweng kw'as o hül′lüt s'hüs-sái skwá-chi,weather_expression,N/A,deepseek
weather_expression,the sea smokes with cold,TL'aLh kw'as o smá-nüsh Ts'ixweng,weather_expression,N/A,deepseek
sentence,My grandmother tells stories by the fire,Sé-la ni s-hä′yäm kw'ech kw'as säts,sentence,Traditional storytelling scene around the fire,claude
sentence,The children play on the beach,Ti sqáchel s-lä′lech ti smált,sentence,Common scene of children playing by the water,claude
sentence,We gather berries in the mountains,Ch'i-kw'ech ni ti sméyeth ti smä′lqey,sentence,Traditional food gathering activity,claude
sentence,The eagle soars high above the water,Ti spä′äth s-hókwel hél ti cháko,sentence,Describing the majestic flight of an eagle,claude
sentence,Winter storms bring heavy rain,Ti s-kä′äkw slüm′mōkh hóy-kwa,sentence,Describing winter weather patterns,claude
sentence,The canoe glides through calm waters,Ti sch'ä′äng s-lí-tel ti kw'äl cháko,sentence,Traditional transportation on water,claude
sentence,Elders share wisdom with the young,Ti s-yä′yäs st'i′bes ti s-hä′yäm ti sqáchel,sentence,Intergenerational knowledge transfer,claude
sentence,Cedar bark is woven into baskets,Ti s-k'wéy h'pai s-ch'íl-ech ti s-käl′,sentence,Traditional craft and material use,claude
sentence,The whale song echoes through deep waters,Ti s-shxwelí kwech s-hä′yäm ti hä′äl cháko,sentence,Marine life and their sounds,claude
sentence,Salmon return to their birthplace every year,S'chän-hu kw'as lüt ti s-yóls cha sáw-el,sentence,Annual salmon lifecycle and migration,claude
question,What is your name?,Stäm kw'as ti si-á-lu?,question,Basic introduction question,claude
question,How are you today?,Stäm kw'as ti si-ám ti-a syú-lep?,question,Common greeting inquiry about wellbeing,claude
question,When will the tide come in?,A-when-el kw'as ti s-tí-qech?,question,Important question for coastal activities,claude
question,Where do the salmon spawn?,A-hén kw'as s'chän-hu ché-mäsh?,question,Question about salmon spawning locations,claude
question,How many fish did you catch?,Sus-kw'et kw'as ti s'chän-hu si-ch'ech'ókwem?,question,Question about fishing success,claude
question,Is the mountain visible today?,Kw'es-tel kw'as ti smä′lqey ti-a syú-lep?,question,Question about weather and visibility,claude
phrase,good morning,Hóy kw'as ti s-sí-yem,phrase,Morning greeting acknowledging the good day,claude
phrase,I am sorry,Hí-kw'et ni,phrase,Apology or expression of regret,claude
phrase,take care,Ä′mech si kw'äl-ech,phrase,Caring farewell wishing someone well,claude
phrase,welcome home,Yä′yäs kw'as lut stá-les,phrase,Greeting for someone returning home,claude
vocabulary,moon,sp'ä′äkw,noun,The moon lights the night sky,claude
vocabulary,star,s-te′el,noun,Stars guide travelers at night,claude
vocabulary,forest,s-che′el,noun,Dense woodland areas,claude
vocabulary,to walk,s-lí-tel,verb,Moving on foot from place to place,claude
vocabulary,to swim,s-lítch,verb,Moving through water,claude
vocabulary,to fly,s-hókwel,verb,Moving through the air,claude
vocabulary,to sing,s-shxwelí,verb,Making musical sounds with voice,claude
vocabulary,to dance,s-kw'ákw'ech,verb,Rhythmic movement often ceremonial,claude
vocabulary,to hunt,s-tä′äkwem,verb,Pursuing game animals for food,claude
vocabulary,to gather,ch'i-kw'ech,verb,Collecting plants and materials,claude
vocabulary,to weave,s-ch'íl-ech,verb,Creating textiles from natural fibers,claude
vocabulary,to carve,s-kw'él-ech,verb,Shaping wood or stone,claude
vocabulary,to teach,s-hä′yäm-ech,verb,Sharing knowledge and skills,claude
vocabulary,brother,si-á-lem,noun,Male sibling relationship,claude
vocabulary,mother,swä′yel,noun,Female parent,claude
vocabulary,elder,s-yä′yäs,noun,Respected older community member,claude
vocabulary,friend,si-á-lu,noun,Close companion or ally,claude
vocabulary,chief,si-á-äm,noun,Traditional leader of the community,claude
vocabulary,warrior,s-tí-lem,noun,Protector and defender,claude
vocabulary,healer,s-kw'ákwech,noun,Medicine person who helps the sick,claude
vocabulary,wolf,s-kw'á-äy,noun,Wild canine and spiritual symbol,claude
vocabulary,elk,s-tí-lu,noun,Large antlered animal,claude
vocabulary,otter,s-tä′äl,noun,Playful water mammal,claude
vocabulary,seal,s-chä′äl,noun,Marine mammal,claude
sentence,The fire crackles and sparks in the darkness,Ti säts kw'ech-tel o s-te′el-tel ti s-thí-thel,sentence,Evening fire scene,claude
sentence,Morning mist rises from the still water,Ti s-sí-yem s-hóp s-hókwel lut ti kw'äl cháko,sentence,Peaceful morning scene by water,claude
sentence,Children learn traditional songs from their elders,Ti sqáchel s-hä′yäm-tel ti syóls s-shxwelí lut ti s-yä′yäs,sentence,Cultural education and tradition passing,claude
sentence,The fisherman mends his net before dawn,Ti ch'ech'ókwem s-kw'él-ech ti s-kw'él-kw'el lel ti s-sí-yem,sentence,Preparation for fishing activities,claude
sentence,Wild roses bloom along the forest path,Ti syóls s-kwä′lech s-lä′lech ti s-che′el st'ä′äl,sentence,Natural beauty in woodland settings,claude
sentence,The storyteller's voice carries on the evening breeze,Ti s-hä′yäm-tel si s-shxwelí s-hä′äm ti kw'á-äl s-sí-yem,sentence,Traditional storytelling atmosphere,claude
sentence,Smoke from the cedar fire rises to the stars,Ti s-q'ey lut h'pai säts s-hókwel ti s-te′el,sentence,Sacred fire ceremony imagery,claude
sentence,The tide pools reveal small treasures,Ti s-tí-qech s-kw'äl s-kw'es-tel ti sí-sech s-yóls,sentence,Exploring coastal tidepools,claude
sentence,Ravens call from the tall cedar trees,Ti s-kä′äkw s-shxwelí lut ti hä′äl h'pai,sentence,Forest sounds and bird calls,claude
sentence,The drum beat echoes across the water,Ti s-lä′äm kw'ech s-hä′yäm kw'ech ti cháko,sentence,Ceremonial music and its reach,claude
weather_expression,the wind is strong,Hä′äl kw'as ti s-hä′äm,weather_expression,Describing windy conditions,claude
weather_expression,fog covers the mountain,S-hóp kw'as s-th'e′-th'el ti smä′lqey,weather_expression,Misty mountain conditions,claude
weather_expression,the sun is bright,Skä′äl kw'as ti sku-kül′,weather_expression,Clear sunny weather,claude
weather_expression,snow falls gently,S-kwéy s-lítch ti s-kw'ä′äl,weather_expression,Peaceful snowfall,claude
weather_expression,thunder rolls overhead,S-thá-thel kw'as hókwel,weather_expression,Storm activity description,claude
weather_expression,the storm passes,S-lí-tel kw'as ti s-kä′äkw,weather_expression,Storm moving away,claude
time_expression,at sunrise,Ti sku-kül′ s-hókwel-el,time_expression,Dawn time reference,claude
time_expression,during the full moon,Ti kw'äl sp'ä′äkw-el,time_expression,Nighttime lunar reference,claude
time_expression,in the old days,Ti syóls s-yä′yäs-el,time_expression,Historical time reference,claude
time_expression,every season,Sáw s-yóls-el,time_expression,Cyclical time reference,claude
time_expression,before winter,Lel ti s-kä′äkw-el,time_expression,Seasonal preparation time,claude
time_expression,after the salmon run,Äl ti s'chän-hu s-lí-tel-el,time_expression,Post-seasonal event timing,claude
culture,canoe journey,sch'ä′äng st'ä′äl,culture,Traditional water travel and ceremony,claude
culture,first foods ceremony,syálil s-kw'ech syóls,culture,Seasonal celebration of traditional foods,claude
culture,vision quest,s-kw'es-tel st'ä′äl,culture,Spiritual journey for guidance,claude
culture,winter dancing,s-kä′äkw s-kw'ákw'ech,culture,Sacred winter ceremonies,claude
culture,house raising,stä′les s-hókwel-ech,culture,Community building activity,claude
culture,naming ceremony,si-á-lu syálil,culture,Traditional naming ritual,claude
sentence,The grandmother's spindle spins mountain goat wool.,Sé-la kw'as o kw'elólh swét-le si-at′tün.,sentence,N/A,deepseek
sentence,Young girls practice basket patterns with fern stems.,Slá-ne s'hwé-wils kw'as o kwechost kl-päk sük-ka-an′.,sentence,N/A,deepseek
sentence,We roast camas bulbs in pit ovens.,Ninglkh kw'as o tül-lák ko′mel-lokh chük-hós.,sentence,N/A,deepseek
sentence,The harpooner sings to the orca.,Kwá-nat met-át-üng-kwa kw'as o te′lim qwenes.,sentence,N/A,deepseek
sentence,Tidepool shrimp glow like stars.,TLemwechen kw'as o pük'h kó-s'n küm′mül kaukh.,sentence,N/A,deepseek
sentence,Carvers breathe life into cedar masks.,Chay′ swé-yi-ka kw'as o hal-ikh h'pai sas.,sentence,N/A,deepseek
sentence,Salmonberry shoots sweeten spring soups.,Al-é-la s'chá-sün kw'as o sak-küng tchin-kwé-lis.,sentence,N/A,deepseek
sentence,The elder's paddle keeps rhythm with waves.,Tsa-küng ist kw'as o kw'elólh skwüt-la-lák-ün.,sentence,N/A,deepseek
sentence,Children's footprints circle the storyteller.,Stet-látkl hün-nüug′en kw'as o keLiset sxwiam kwal.,sentence,N/A,deepseek
sentence,Seagull feathers decorate dance regalia.,Kweni' stá-kw kw'as o hül′lüt kwi-é-lish stang.,sentence,N/A,deepseek
question,Which mountain holds the best obsidian?,Stáng sng-ánt kw'as o kw'elólh ái-yas chet-hlákh?,question,N/A,deepseek
question,How many moons until the herring run?,Stáng kl-káltsh kw'as o kwül-hés-lüt-sin slang-üt?,question,N/A,deepseek
question,Where do freshwater clams hide?,A-hén kw'as o as-chá-nütl Soxwe stá-lo?,question,N/A,deepseek
question,Who remembers the glacier songs?,Wät kw'as o xchit sé-ma te′lim?,question,N/A,deepseek
question,Why do ravens roll in ants?,Stáng kw'as o keLiset sku-takh tát-a-tlüm?,question,N/A,deepseek
phrase,Tie the canoe with cedar rope.,Hwé-lüm h'pai snekwlh.,phrase,N/A,deepseek
phrase,The herring eggs cling to kelp.,Ché-mäsh kw'as o siLheng kwá-ang.,phrase,N/A,deepseek
phrase,Respect the sleeping mountain.,Hy’shqe sng-ánt it't.,phrase,N/A,deepseek
phrase,Dip your paddle quietly.,Ist nekwa semexw.,phrase,N/A,deepseek
phrase,This yew bow shoots straight.,Ti′et-hla tlng-kálsh tsá-cha-sen kw'as o lang-üt.,phrase,N/A,deepseek
vocabulary,whalebone gambling dice,kwá-nat sōm smi′-la-li,noun,Traditional game pieces,deepseek
vocabulary,cedar bark rain cape,shl-kōm slüm′mōkh stüm-mo-whitl,noun,Waterproof garment,deepseek
vocabulary,stone fish club,chet-hlákh s'chän-hu shipt,noun,Fishing tool,deepseek
vocabulary,moon phase counter,kl-káltsh nat′so-wütsh,noun,Calendar device,deepseek
vocabulary,berry seed necklace,selhteneng kwün-kwün-né sklau-ün,noun,Women's adornment,deepseek
vocabulary,tidal marker stones,küm′mül chet-hlákh,noun,Navigation aids,deepseek
vocabulary,spirit canoe offerings,q'wele snekwlh üng-us,noun,Ritual items,deepseek
vocabulary,carved comb,kül-kél si-at′tün shipt,noun,Grooming tool,deepseek
vocabulary,clam garden walls,Soxwe chin-eng-ütl chet-hlákh,noun,Mariculture feature,deepseek
vocabulary,cedar root rope,h'pai ko′mel-lokh hwé-lüm,noun,Construction material,deepseek
time_expression,when the first dog salmon appears,il-chä-la quoloux kw'as o lang-üt,time_expression,N/A,deepseek
time_expression,during the goose moon,ákh-ha kl-káltsh,time_expression,N/A,deepseek
time_expression,at the herring's silver tide,slang-üt pük'h küm′mül,time_expression,N/A,deepseek
time_expression,when maple buds swell,küm′ an-ilp kw'as o kw'elólh kl'k-tákhl,time_expression,N/A,deepseek
time_expression,before the raven's winter tale,sku-takh chin-sá-tütsh sxwiam kwül-hés-lüt-sin,time_expression,N/A,deepseek
culture,cedar bark peeling ceremony,shl-kōm kle-hwés-tüng sxwilhen,culture,N/A,deepseek
culture,whale spirit dances,kwá-nat q'wele kwi-é-lish,culture,N/A,deepseek
culture,berry picking songs,t'áq'em selhteneng te′lim,culture,N/A,deepseek
culture,totem pole raising ritual,yáy'kw't sä-at sxwilhen,culture,N/A,deepseek
culture,intertidal harvesting teachings,küm′mül t'áq'em kwechost,culture,N/A,deepseek
weather_expression,the storm's breath freezes waves,hoteLh pa′-hwt kw'as o Ts'ixweng skwüt-la-lák-ün,weather_expression,N/A,deepseek
weather_expression,snowflakes dance like spirit feathers,ná-ka kw'as o kwi-é-lish q'wele stá-kw,weather_expression,N/A,deepseek
weather_expression,thunder drums shake the shoreline,s'hó-hwas kau-ä′tüng kw'as o kw'elólh si-et′süm,weather_expression,N/A,deepseek
weather_expression,cedar pollen falls like golden rain,h'pai smá-nitsh kw'as o slüm′mōkh cheskwin,weather_expression,N/A,deepseek
weather_expression,the fog's fingers grasp the treetops,spi-á-hwün chi-hals′ kw'as o kw'elólh s'ki-lá-lüng-hu,weather_expression,N/A,deepseek
sentence,The carver's adze reveals a wolf spirit.,S'chüm′mün kw'as o lang-üt st-kái-ükh q'wele.,sentence,N/A,deepseek
sentence,Grandmother stores knowledge in basket patterns.,Sé-la kw'as o as-chá-nütl xchit kl-päk hül′lüt.,sentence,N/A,deepseek
sentence,Boys wrestle with seal-skin balls.,S'ch-chi-álkh kw'as o tsäl-tüng _á_ss′hu hül-kün.,sentence,N/A,deepseek
sentence,The tide's heartbeat measures time.,Küm′mül tsá-la kw'as o nat′so-wütsh skwá-chil.,sentence,N/A,deepseek
sentence,We weave the tide's rhythm into songs.,Ninglkh kw'as o mehoy′ küm′mül te′lim.,sentence,N/A,deepseek
sentence,Herring eggs shimmer on kelp fronds.,Ché-mäsh kw'as o pük'h kwá-ang s'chá-sün.,sentence,N/A,deepseek
sentence,The storyteller's wrinkles map our history.,Sxwiam kwal sas kw'as o satl ninglkh sxwiam.,sentence,N/A,deepseek
sentence,Cedar smoke carries prayers upward.,H'pai smá-nüsh kw'as o kw'elólh ses'l.,sentence,N/A,deepseek
sentence,Salmon teach us about perseverance.,S'chän-hu kw'as o kwechost ninglkh kwüm-kwüm.,sentence,N/A,deepseek
sentence,The moon's reflection dances on waves.,Kl-káltsh lang-üt kw'as o kwi-é-lish skwüt-la-lák-ün.,sentence,N/A,deepseek
question,Where do otters stash their clams?,A-hén kw'as o as-chá-nütl s'katl Soxwe?,question,N/A,deepseek
question,How deep must we dig for butter clams?,Stáng klütsh kw'as o pä-nükhw′ Soxwe?,question,N/A,deepseek
question,Which star marks the fishing season?,Stáng kó-s'n kw'as o hül′lüt ch'ech'ókwem skwá-chil?,question,N/A,deepseek
question,Who can read the storm's approach?,Wät kw'as o lang-üt hoteLh kwül-hés-lüt-sin?,question,N/A,deepseek
question,Why do cedars grow toward the west?,Stáng kw'as o chin-eng-ütl h'pai ste-wüt?,question,N/A,deepseek
phrase,Carve with the grain.,Chay′ h'pai s'chütl.,phrase,N/A,deepseek
phrase,The herring's silver lights the bay.,Slang-üt pük'h kw'as o kw'elólh momLi.,phrase,N/A,deepseek
phrase,Sing the tide back.,Te′lim küm′mül n'a.,phrase,N/A,deepseek
phrase,Weave the summer's warmth.,Mehoy′ kwá-lüs kwá-lus.,phrase,N/A,deepseek
phrase,This yew holds many arrows.,Ti′et-hla tlng-kálsh kw'as o kw'elólh n'gun yitcht.,phrase,N/A,deepseek
vocabulary,whalebone spindle,kwá-nat sōm kw'elólh swét-le si-at′tün,noun,Textile tool,deepseek
vocabulary,storm-watching perch,hoteLh lang-üt sng-ánt,noun,Observation site,deepseek
vocabulary,cedar bark matchet,shl-kōm shpál-tin,noun,Bark harvesting tool,deepseek
vocabulary,tidal calendar sticks,küm′mül kl-káltsh hül′lüt,noun,Timekeeping device,deepseek
vocabulary,berry juice dye,selhteneng säs-tchin hül′lüt,noun,Textile coloring,deepseek
vocabulary,spirit canoe offerings,q'wele snekwlh üng-us,noun,Ritual items,deepseek
vocabulary,carved comb,kül-kél si-at′tün shipt,noun,Grooming tool,deepseek
vocabulary,clam garden walls,Soxwe chin-eng-ütl chet-hlákh,noun,Mariculture feature,deepseek
vocabulary,cedar root rope,h'pai ko′mel-lokh hwé-lüm,noun,Construction material,deepseek
vocabulary,moon phase counter,kl-káltsh nat′so-wütsh,noun,Calendar device,deepseek
time_expression,when the chiton sticks to rocks,hül′lüng kw'as o siLheng chet-hlákh,time_expression,N/A,deepseek
time_expression,during the raven's molting,sku-takh kw'as o klüt-säng si-at′tün,time_expression,N/A,deepseek
time_expression,at the salmonberry's first blush,al-é-la kw'as o n'sük'h,time_expression,N/A,deepseek
time_expression,when the tide whispers,küm′mül kw'as o sh-pi-lás,time_expression,N/A,deepseek
time_expression,before the heron's morning stand,snekwe kw'as o siLheng skwá-chi kwül-hés-lüt-sin,time_expression,N/A,deepseek
culture,whalebone carving ritual,kwá-nat sōm chay′ sxwilhen,culture,N/A,deepseek
culture,tidal knowledge songs,küm′mül xchit te′lim,culture,N/A,deepseek
culture,cedar bark stripping dance,shl-kōm kle-hwés-tüng kwi-é-lish,culture,N/A,deepseek
culture,first foods ceremony,il-chä-la it′lün sxwilhen,culture,N/A,deepseek
culture,intertidal stewardship teachings,küm′mül t'áq'em kwechost,culture,N/A,deepseek
weather_expression,the north wind's teeth are sharp,schoy'em chin′nis kw'as o ái-yas,weather_expression,N/A,deepseek
weather_expression,rain weaves a silver blanket,slüm′mōkh kw'as o mehoy′ pük'h stüm-mo-whitl,weather_expression,N/A,deepseek
weather_expression,lightning stitches the sky's seam,cha-á-kwa-chük kw'as o chets skwái-yil,weather_expression,N/A,deepseek
weather_expression,frost paints the cedar's breath,Ts'ixweng kw'as o hül′lüt h'pai pa′-hwt,weather_expression,N/A,deepseek
weather_expression,the sea's pulse quickens,TL'aLh tsá-la kw'as o kwâ-nüng-üt,weather_expression,N/A,deepseek
